prospect_no,loan_disb_date,asset_cost,disb_amt,down_payment,roi,age,is_exist_cust,dist_from_off,is_expat,children,earning_members,yrs_in_curr_resi,source_type,marital_status,gender,applicant_type,locality,accommodation_type,current_residence,veh_own,foir,tenure,vin_in_business,ltv,target,random
17379,23-08-2015,1216086,753973,462113,11,59,0,6,0,3,4,14,direct,Married,Male,Individual,Middle Class,Apartment,Rented,2,56,120,25,62,0,0.897227215
17380,24-07-2015,1671014,785377,885637,18,41,0,21,1,1,1,3,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,48,180,71,47,0,0.693719644
17381,18-01-2015,935935,870420,65515,16,44,0,6,1,2,2,3,direct,Single,Male,Co-App,Below Avg,Villa,Rented,1,41,96,19,93,0,0.782649144
17382,28-11-2015,940402,564241,376161,16,44,1,7,1,2,2,3,direct,Married,Male,Individual,Middle Class,Apartment,Rented,2,45,60,86,60,0,0.384105805
17383,05-07-2015,1066856,810811,256045,14,50,0,8,1,3,2,4,direct,,Male,Individual,Middle Class,Apartment,Owned,2,45,96,20,76,0,0.040858946
17384,02-12-2015,923542,517184,406358,17,43,0,32,1,1,1,2,channel,Married,Male,Individual,Middle Class,Apartment,Owned,2,45,216,64,56,0,0.3476865
17385,23-07-2015,1870145,1757936,112209,16,49,0,19,0,1,2,4,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,43,144,62,94,0,0.239561223
17386,03-05-2015,1447552,1085664,361888,16,47,0,28,0,1,4,8,channel,Married,Male,Individual,Below Avg,Apartment,Owned,2,54,240,28,75,0,0.094135056
17387,15-12-2015,1616453,1309327,307126,20,38,1,6,0,2,1,8,direct,Married,Male,Individual,Below Avg,Villa,Rented,2,41,120,78,81,0,0.185828319
17388,04-10-2015,569712,330433,239279,14,46,0,3,1,0,1,1,direct,Single,Male,Co-App,Above Avg,Townhouses,Relatives,1,56,144,49,58,0,0.943603263
17389,07-04-2015,1119898,795128,324770,15,50,0,11,1,3,3,5,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,35,240,21,71,0,0.906346328
17390,10-08-2015,1064076,606523,457553,13,42,1,23,0,0,1,3,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,36,60,43,57,0,0.857501202
17391,05-10-2015,838480,788171,50309,10,48,0,49,0,3,1,2,direct,Widowed,Female,Individual,Posh,Townhouses,Relatives,0,52,192,14,94,0,0.58904949
17392,14-12-2015,1763547,1393202,370345,16,48,0,8,1,0,2,4,direct,Married,Male,Individual,Below Avg,Villa,Company Provided,2,43,240,51,79,0,0.479485142
17393,22-12-2015,1276360,612653,663707,15,46,1,39,0,0,2,3,direct,Single,Female,Individual,Above Avg,Townhouses,Relatives,0,50,60,56,48,0,0.108402214
17394,08-05-2015,1760563,1179577,580986,16,46,0,63,0,0,2,4,channel,Married,Male,Individual,Middle Class,Apartment,Owned,2,53,132,62,67,0,0.541890586
17395,29-11-2015,1398461,1188692,209769,12,50,0,42,0,4,2,5,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,66,96,35,85,0,0.235726037
17396,25-09-2015,665999,333000,332999,14,48,1,8,0,1,1,1,direct,Married,Male,Individual,Middle Class,Apartment,Rented,2,32,60,49,50,0,0.829517676
17397,23-05-2015,729505,437703,291802,14,50,1,11,1,1,1,1,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,45,60,48,60,0,0.370809309
17398,03-06-2015,1261531,794765,466766,12,55,0,8,1,0,4,17,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,45,144,38,63,0,0.356182616
17399,22-08-2015,1896467,1630962,265505,20,40,0,10,1,3,1,10,direct,Single,Female,Individual,Above Avg,Townhouses,Relatives,1,45,96,81,86,0,0.943125366
17400,08-09-2015,1385990,609836,776154,19,37,0,58,1,1,1,7,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,39,180,77,44,0,0.128767872
17401,04-12-2015,1176453,541168,635285,15,50,0,34,0,1,1,2,channel,Married,Male,Individual,Middle Class,Apartment,Owned,2,51,84,57,46,0,0.577487119
17402,08-05-2015,1752017,1243932,508085,10,49,0,9,1,4,1,2,direct,Single,Female,Individual,Posh,Townhouses,Relatives,0,45,192,14,71,1,0.264470897
17403,24-06-2015,785349,329847,455502,18,32,1,28,0,3,1,0,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,43,60,86,42,0,0.154453699
17404,06-07-2015,746002,469981,276021,12,45,0,7,1,6,1,2,direct,Single,Female,Individual,Above Avg,Townhouses,Relatives,0,31,132,39,63,0,0.414773144
17405,25-08-2015,1257704,654006,603698,17,42,0,53,0,1,1,2,channel,Married,Male,Individual,Middle Class,Apartment,Owned,2,44,240,67,52,0,0.974591619
17406,07-09-2015,1202145,913630,288515,15,47,0,15,0,1,3,6,channel,Married,Male,Individual,Middle Class,Apartment,Owned,2,53,156,23,76,0,0.224192265
17407,16-11-2015,858469,712529,145940,14,48,0,18,0,1,1,2,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,43,120,53,83,0,0.434599318
17408,10-06-2015,1608332,1174082,434250,20,39,0,3,1,3,1,8,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,57,120,78,73,0,0.195073381
17409,11-11-2015,1156617,636139,520478,13,51,1,8,1,2,4,6,direct,Single,Male,Co-App,Above Avg,Townhouses,Relatives,1,58,60,13,55,0,0.453723179
17410,12-09-2015,1920568,1402015,518553,20,25,0,31,1,2,1,0,direct,Single,Female,Individual,Above Avg,Townhouses,Relatives,1,54,132,13,73,0,0.699039118
17411,18-01-2015,1169711,947466,222245,11,57,0,3,1,1,1,10,channel,Single,Male,Co-App,Above Avg,Townhouses,Relatives,1,48,240,17,81,0,0.900513369
17412,31-03-2015,1527476,1115057,412419,20,33,0,8,0,3,1,0,direct,Single,Male,Co-App,Above Avg,Townhouses,Relatives,1,45,96,10,73,0,0.723315327
17413,01-06-2015,1589804,1303639,286165,20,37,0,55,1,1,1,8,direct,Single,Male,Co-App,Below Avg,Villa,Rented,1,47,204,78,82,0,0.214945926
17414,03-04-2015,1130680,836703,293977,10,58,0,1,1,2,3,7,channel,Married,Male,Individual,Middle Class,Apartment,Owned,2,54,120,3,74,0,0.770624761
17415,17-03-2015,833654,616904,216750,18,25,1,1,0,2,1,0,direct,Single,Male,Co-App,Above Avg,Townhouses,Relatives,1,45,84,19,74,0,0.438516879
17416,16-01-2015,1329438,997079,332359,16,49,0,22,1,3,4,7,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,51,144,26,75,0,0.085001889
17417,14-05-2015,1580776,758772,822004,18,44,1,50,1,2,1,3,direct,Married,Male,Individual,Below Avg,Apartment,Owned,2,46,60,70,48,0,0.610441108
17418,25-05-2015,1134225,567113,567112,13,45,1,27,1,7,1,3,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,58,60,44,50,0,0.179125869
17419,12-01-2015,1078148,592981,485167,17,44,0,42,0,2,1,2,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,31,216,65,55,0,0.302174501
17420,22-04-2015,1357277,855085,502192,16,48,0,23,0,2,4,7,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,43,144,26,63,0,0.148661162
17421,24-11-2015,1281630,948406,333224,15,48,0,19,1,1,3,6,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,35,180,24,74,1,0.953393502
17422,10-06-2015,1113038,734605,378433,17,44,0,16,0,2,2,4,direct,Married,Male,Individual,Middle Class,Apartment,Rented,2,66,132,23,66,0,0.491488683
17423,07-04-2015,1193549,537097,656452,17,41,1,49,0,1,1,2,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,58,84,67,45,0,0.173680521
17424,20-06-2015,936022,617775,318247,14,47,0,22,0,0,1,2,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,41,96,53,66,0,0.258657187
17425,21-02-2015,1072985,600872,472113,14,46,0,8,1,0,2,4,direct,Single,Male,Co-App,Below Avg,Villa,Rented,1,56,96,20,56,0,0.111112852
17426,19-01-2015,1288781,966586,322195,15,50,0,20,1,3,3,6,direct,Married,Male,Individual,Below Avg,Apartment,Owned,2,41,240,24,75,0,0.688114226
17427,01-07-2015,1272022,1081219,190803,14,52,0,14,0,2,1,8,channel,Married,Male,Individual,Middle Class,Apartment,Owned,2,49,120,15,85,0,0.623583034
17428,26-12-2015,1198487,802986,395501,13,50,0,10,0,0,4,7,direct,Married,Male,Individual,Below Avg,Villa,Rented,2,33,240,13,67,0,0.674738861
17429,20-08-2015,864203,717288,146915,14,48,0,18,0,0,1,2,direct,Married,Male,Individual,Below Avg,Villa,Rented,2,46,120,53,83,0,0.218485019
17430,31-12-2015,1013964,861869,152095,17,41,0,38,0,1,1,2,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,35,120,65,85,0,0.814382224
17431,18-02-2015,880439,660329,220110,10,47,0,11,1,2,1,2,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,45,192,29,75,0,0.47702424
17432,11-08-2015,1200615,600308,600307,19,32,1,53,0,3,1,0,direct,,Male,Individual,Below Avg,Apartment,Owned,2,37,60,9,50,0,0.012304821
17433,15-05-2015,1379748,965824,413924,14,53,0,19,0,3,4,10,direct,Single,Female,Individual,Above Avg,Townhouses,Relatives,0,46,156,16,70,0,0.081611942
17434,07-05-2015,1589959,731381,858578,16,47,1,55,1,0,2,4,direct,Married,Male,Individual,Middle Class,Apartment,Rented,2,41,72,60,46,0,0.331518565
17435,14-07-2015,1540590,939760,600830,12,50,0,51,1,4,2,6,direct,Single,Male,Co-App,Above Avg,Townhouses,Rented,1,51,120,38,61,0,0.664976031
17436,10-11-2015,962708,452473,510235,14,50,0,23,0,1,1,2,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,52,156,52,47,0,0.390847449
17437,08-09-2015,1015840,812672,203168,12,51,0,0,1,2,3,4,direct,Single,Male,Co-App,Below Avg,Villa,Rented,1,36,240,5,80,0,0.891098913
17438,31-08-2015,1572795,833581,739214,18,43,1,4,0,2,1,3,direct,Single,Female,Individual,Above Avg,Townhouses,Relatives,1,55,72,70,53,0,0.461737708
17439,04-10-2015,1222693,660254,562439,15,48,0,16,0,2,3,6,direct,Single,Male,Co-App,Above Avg,Townhouses,Relatives,1,45,108,82,54,0,0.968262122
17440,20-06-2015,951177,627777,323400,10,50,0,15,0,4,1,3,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,60,180,29,66,0,0.97905877
17441,11-02-2015,416813,212575,204238,18,25,0,6,1,2,1,0,direct,Married,Male,Individual,Below Avg,Apartment,Owned,2,66,144,79,51,0,0.917072885
17442,02-10-2015,1597308,1229927,367381,20,20,1,11,1,1,1,0,channel,Single,Female,Individual,Above Avg,Townhouses,Relatives,1,44,72,17,77,0,0.519569348
17443,14-12-2015,1254103,1191398,62705,15,48,0,38,0,0,2,3,channel,Married,Male,Individual,Below Avg,Villa,Rented,2,41,156,57,95,0,0.890073201
17444,14-04-2015,1157968,833737,324231,10,55,0,3,0,0,3,9,channel,Married,Male,Individual,Middle Class,Apartment,Owned,2,45,120,14,72,0,0.532894673
17445,19-09-2015,1533340,720670,812670,20,36,0,66,1,1,1,7,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,48,180,77,47,0,0.190786858
17446,21-09-2015,662165,397299,264866,18,36,0,19,0,1,1,2,channel,Married,Male,Individual,Middle Class,Apartment,Owned,2,45,180,72,60,0,0.210923422
17447,16-02-2015,1437147,1293432,143715,19,44,0,32,1,3,3,6,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,45,240,76,90,0,0.983065106
17448,20-12-2015,1554584,1212576,342008,18,43,0,31,0,2,1,3,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,56,180,70,78,0,0.607649384
17449,28-01-2015,1445238,607000,838238,12,46,0,45,1,2,2,5,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,38,96,35,42,0,0.261731426
17450,30-05-2015,800312,432168,368144,16,43,0,24,1,1,1,1,channel,Single,Male,Co-App,Below Avg,Townhouses,Rented,1,45,96,64,54,0,0.842841143
17451,22-11-2015,1016774,752413,264361,12,53,0,0,0,3,3,4,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,45,228,19,74,0,0.848605301
17452,08-09-2015,1610200,1175446,434754,18,44,1,46,0,2,1,3,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,45,72,70,73,0,0.158747673
17453,01-12-2015,1108312,653904,454408,13,42,0,25,0,1,1,3,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,59,96,44,59,0,0.435234199
17454,01-09-2015,777559,707579,69980,12,43,0,9,1,2,1,2,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,34,192,39,91,0,0.999897568
17455,27-02-2015,467164,420448,46716,18,36,1,8,0,1,1,1,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,31,240,71,90,0,0.807635091
17456,06-02-2015,1940941,1067518,873423,20,26,0,56,0,2,1,0,direct,Single,Male,Co-App,Above Avg,Townhouses,Relatives,1,43,228,6,55,0,0.869225807
17457,16-07-2015,1249612,612310,637302,15,48,0,18,1,1,3,6,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,34,240,23,49,0,0.963796544
17458,07-02-2015,1368249,1286154,82095,14,55,0,19,1,6,1,10,direct,Married,Male,Individual,Below Avg,Villa,Rented,2,54,120,16,94,0,0.171845541
17459,29-04-2015,802543,569806,232737,16,44,0,0,0,2,2,3,channel,Married,Male,Individual,Middle Class,Apartment,Owned,2,45,240,18,71,0,0.148755927
17460,21-10-2015,1164226,1082730,81496,13,51,0,8,1,1,4,6,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,31,156,13,93,0,0.318841127
17461,07-07-2015,1122742,550144,572598,15,49,0,31,1,1,1,2,channel,Married,Male,Individual,Below Avg,Apartment,Owned,2,36,84,54,49,0,0.054820097
17462,02-03-2015,872783,715682,157101,17,41,0,,0,1,1,2,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,41,240,62,82,0,0.773530996
17463,14-11-2015,1002414,902173,100241,12,54,0,0,0,4,1,4,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,36,240,4,90,1,0.435078564
17464,01-11-2015,1752033,753374,998659,20,27,0,29,0,2,1,0,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,43,180,16,43,0,0.347456639
17465,01-09-2015,1581340,869737,711603,14,42,1,49,1,1,2,5,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,41,84,50,55,0,0.928346695
17466,23-06-2015,1698052,1052792,645260,12,50,0,60,0,4,2,6,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,41,132,37,62,0,0.735462698
17467,26-08-2015,1796171,1293243,502928,16,49,0,9,0,1,2,4,direct,Single,Male,Co-App,Below Avg,Townhouses,Rented,1,43,120,62,72,0,0.388979571
17468,04-03-2015,1321758,1189582,132176,19,43,0,26,0,1,3,6,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,52,228,26,90,0,0.306288784
17469,11-02-2015,1318270,1146895,171375,11,50,0,37,1,4,2,5,direct,Married,Male,Individual,Below Avg,Villa,Rented,2,46,120,34,87,0,0.17777923
17470,24-08-2015,1495762,1196610,299152,20,43,0,35,1,2,3,7,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,45,180,30,80,0,0.53665992
17471,04-09-2015,1178932,518730,660202,11,55,0,4,1,0,1,11,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,48,240,18,44,0,0.956569752
17472,21-01-2015,823931,667384,156547,18,37,0,28,1,2,1,3,direct,Single,Female,Individual,Posh,Townhouses,Relatives,0,41,132,73,81,0,0.499376879
17473,02-01-2015,1713155,1387656,325499,20,38,0,36,0,2,1,9,direct,Single,Female,Individual,Posh,Townhouses,Relatives,0,58,180,79,81,1,0.665103421
17474,30-08-2015,1043319,511226,532093,13,42,0,22,0,1,1,3,direct,Single,Male,Co-App,Below Avg,Villa,Rented,1,35,96,43,49,0,0.427960681
17475,30-03-2015,1695424,1203751,491673,14,42,0,55,1,0,2,5,direct,Married,Male,Individual,Below Avg,Villa,Rented,2,46,240,49,71,0,0.744734904
17476,29-09-2015,1418080,595594,822486,18,43,0,63,1,1,1,3,direct,Single,Male,Co-App,Below Avg,Villa,Rented,1,43,240,68,42,0,0.621258589
17477,17-10-2015,1135000,1066900,68100,10,57,0,1,1,1,3,7,direct,Single,Male,Co-App,Above Avg,Townhouses,Rented,1,64,120,7,94,0,0.451629686
17478,30-05-2015,993027,397211,595816,19,30,1,41,0,2,1,0,channel,Married,Male,Individual,Below Avg,Villa,Rented,2,52,60,6,40,0,0.764213113
17479,11-11-2015,993642,735295,258347,10,47,0,17,1,2,1,3,direct,Married,Male,Individual,Middle Class,Apartment,Rented,2,56,180,29,74,0,0.592090238
17480,11-12-2015,966313,811703,154610,17,44,0,8,1,3,2,4,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,46,240,20,84,0,0.049070609
17481,13-11-2015,1588235,1064117,524118,16,49,1,55,0,1,2,4,direct,Married,Male,Individual,Below Avg,Villa,Rented,2,35,72,59,67,0,0.809333555
17482,04-03-2015,1302021,885374,416647,19,44,0,25,0,3,3,6,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,45,180,25,68,0,0.528393601
17483,27-09-2015,1185695,806273,379422,11,55,0,4,0,0,1,11,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,41,240,20,68,0,0.812334398
17484,02-01-2015,1203259,721955,481304,11,48,0,30,1,3,2,4,channel,Single,Female,Individual,Posh,Townhouses,Relatives,0,41,96,34,60,0,0.528532046
17485,29-12-2015,1483263,1349769,133494,20,37,0,,0,1,1,7,channel,Single,Female,Individual,Above Avg,Townhouses,Relatives,0,47,180,77,91,0,0.931583696
17486,02-12-2015,904140,470153,433987,14,50,0,20,0,1,1,2,direct,Married,Male,Individual,Below Avg,Apartment,Owned,2,53,156,52,52,0,0.451125339
17487,05-10-2015,927086,695315,231771,14,49,0,21,0,1,1,2,direct,Married,Male,Individual,Below Avg,Villa,Rented,2,46,96,53,75,0,0.061951083
17488,26-04-2015,1065786,575524,490262,17,42,0,41,1,1,1,2,direct,Single,Male,Co-App,Below Avg,Villa,Rented,1,57,180,43,54,0,0.995072782
17489,12-07-2015,1073499,558219,515280,15,47,0,29,1,0,1,2,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,37,156,54,52,0,0.393672448
17490,13-05-2015,1780458,1246321,534137,20,39,0,9,1,3,1,9,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,41,144,78,70,0,0.803579105
17491,17-08-2015,1246771,748063,498708,11,47,0,33,1,2,2,4,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,47,96,34,60,0,0.629428618
17492,14-07-2015,1475544,900082,575462,12,49,0,47,1,4,2,5,direct,Single,Male,Co-App,Below Avg,Townhouses,Rented,1,43,120,35,61,0,0.466101308
17493,08-12-2015,1461249,818299,642950,20,38,0,62,0,2,1,7,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,31,180,77,56,0,0.353946602
17494,14-03-2015,876230,665935,210295,16,43,0,3,1,2,2,3,channel,Married,Male,Individual,Middle Class,Apartment,Owned,2,52,240,19,76,0,0.72378596
17495,04-02-2015,925477,610815,314662,17,44,1,32,0,2,1,2,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,54,96,64,66,0,0.580360233
17496,31-07-2015,725960,457355,268605,10,48,1,59,0,3,1,2,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,30,132,27,63,1,0.975544411
17497,29-06-2015,1619447,971668,647779,12,48,0,56,0,3,2,6,direct,Single,Male,Co-App,Below Avg,Villa,Rented,1,45,96,37,60,0,0.676027992
17498,12-06-2015,1236384,877833,358551,13,51,0,12,1,2,4,8,direct,Married,Male,Individual,Below Avg,Villa,Rented,2,59,156,14,71,0,0.215745608
17499,15-11-2015,1870268,748107,1122161,20,38,1,28,1,2,1,10,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,43,60,81,40,0,0.353589691
17500,08-09-2015,1291040,748803,542237,12,59,0,10,0,2,1,20,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,31,84,48,58,0,0.994844955
17501,05-11-2015,1597167,1517309,79858,16,46,0,55,0,0,2,4,direct,Married,Male,Individual,Middle Class,Apartment,Rented,2,45,180,60,95,1,0.953819771
17502,09-08-2015,1455354,1280712,174642,14,43,0,43,0,3,2,4,direct,Single,Male,Co-App,Above Avg,Townhouses,Relatives,1,45,240,46,88,0,0.700994435
17503,26-07-2015,690491,310721,379770,18,31,0,23,1,3,1,0,channel,Single,Male,Co-App,Below Avg,Villa,Rented,1,35,96,82,45,0,0.697640658
17504,09-12-2015,1218338,1096504,121834,11,55,0,8,0,0,4,14,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,57,180,26,90,0,0.538297332
17505,01-05-2015,1146922,779907,367015,15,50,0,12,0,3,3,5,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,53,240,22,68,0,0.960385365
17506,03-04-2015,907117,825476,81641,10,46,0,12,0,2,1,3,direct,Single,Male,Co-App,Above Avg,Townhouses,Relatives,1,59,240,29,91,0,0.686502533
17507,29-09-2015,1743038,958671,784367,16,46,1,8,1,0,2,4,channel,Married,Male,Individual,Middle Class,Apartment,Owned,2,54,60,62,55,0,0.650617458
17508,31-08-2015,1173735,774665,399070,18,45,0,19,0,4,2,5,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,34,180,24,66,0,0.534812366
17509,26-09-2015,1208544,858066,350478,15,50,0,15,0,3,3,6,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,38,240,23,71,0,0.303633504
17510,14-09-2015,1124500,832130,292370,10,56,0,1,1,1,3,6,direct,Single,Male,Co-App,Above Avg,Townhouses,Relatives,1,62,120,2,74,0,0.260484905
17511,05-10-2015,825470,619103,206367,18,39,0,28,0,3,1,3,direct,Married,Male,Individual,Below Avg,Villa,Rented,2,50,240,32,75,0,0.047695316
17512,20-06-2015,1059114,815518,243596,14,49,0,8,1,2,2,4,direct,,Male,Individual,Middle Class,Apartment,Owned,2,45,120,19,77,0,0.009318729
17513,28-01-2015,1230696,910715,319981,19,38,0,49,0,2,1,6,direct,Married,Male,Individual,Below Avg,Villa,Rented,2,35,144,76,74,0,0.479479501
17514,31-03-2015,1297887,1090225,207662,12,58,1,10,0,2,1,20,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,41,84,52,84,0,0.938959395
17515,14-03-2015,1102412,1036267,66145,10,59,0,0,0,2,3,5,channel,Married,Male,Individual,Below Avg,Villa,Company Provided,0,35,120,0,94,0,0.313046483
17516,17-04-2015,1212231,775828,436403,11,58,0,8,1,2,4,13,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,56,156,25,64,0,0.067714888
17517,20-11-2015,1649421,1418502,230919,16,47,0,58,1,0,2,4,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,51,180,54,86,0,0.869085055
17518,05-11-2015,1454432,1061735,392697,11,48,0,21,1,3,1,3,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,53,216,40,73,1,0.419831072
17519,10-04-2015,1708753,905639,803114,20,29,0,16,1,2,1,0,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,48,240,17,53,0,0.220492942
17520,12-01-2015,1013533,770285,243248,14,46,0,5,1,0,2,4,direct,Married,Male,Individual,Below Avg,Villa,Rented,2,26,108,18,76,0,0.421940111
17521,27-01-2015,1763080,1075479,687601,16,50,1,64,1,1,2,4,channel,Married,Male,Individual,Middle Class,Apartment,Owned,2,57,72,63,61,0,0.71856601
17522,01-07-2015,1592237,796119,796118,20,39,0,29,1,2,1,8,direct,Single,Male,Co-App,Below Avg,Villa,Rented,1,35,120,78,50,0,0.539412568
17523,22-09-2015,649669,506742,142927,16,43,0,15,1,1,1,1,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,45,132,61,78,0,0.57965782
